x,xs,xse,y,ys,yse,se
14.93,14.81755763707651,0.11244236292349008,-38.28,-38.242409435547245,0.037590564452756325,0.11855941765922555
-5.34,-5.524176973509447,0.18417697350944717,-19.47,-19.502030814678974,0.032030814678975617,0.18694151668395784
-22.33,-21.909169097455564,0.42083090254443434,-41.37,-41.669176872844986,0.2991768728449884,0.5163385030981803
-3.21,-3.2835070920352636,0.07350709203526362,-61.98,-61.216930975636544,0.7630690243634533,0.766601349152526
20.82,21.41742074649079,0.5974207464907906,-47.72,-48.23633956559929,0.5163395655992886,0.789631620023461
11.81,11.930177673199312,0.12017767319931139,-21.23,-21.25234677002356,0.022346770023560225,0.1222376834944379
-16.0,-15.946233085062062,0.05376691493793828,-24.66,-24.687569203019166,0.027569203019165656,0.060423026215636236
-18.33,-17.602791333349106,0.7272086666508919,-52.5,-52.80957350015272,0.3095735001527231,0.7903595364446336
8.36,7.877442195403272,0.4825578045967278,-60.6,-60.20199652616615,0.39800347383385315,0.6255148279305842
21.9,21.978016424531006,0.07801642453100754,-36.03,-35.60239776753065,0.42760223246935425,0.43466105382168535
0.5,-0.3955639084751837,0.8955639084751836,-17.75,-18.118425289478797,0.3684252894787967,0.9683862391065262
-21.65,-21.032163178759614,0.6178368212403846,-35.0,-35.01580431740141,0.015804317401411083,0.6180389260628715
-9.42,-9.555500530534133,0.13550053053413258,-60.09,-60.00956709885037,0.08043290114963497,0.1575748881084113
17.71,16.509211562935803,1.2007884370641975,-53.31,-54.024845338346026,0.7148453383460236,1.3974608145998653
16.75,16.473777026077556,0.27622297392244377,-25.47,-25.473996496602613,0.00399649660261403,0.2762518838083349
-10.94,-11.2258428902668,0.2858428902668013,-20.71,-21.454387755760308,0.7443877557603074,0.7973827743574259
-21.22,-21.33239661465654,0.11239661465653938,-46.69,-46.77023061727273,0.08023061727273273,0.13809399311416237
2.18,1.7950981200693927,0.3849018799306074,-62.15,-62.15459582181406,0.004595821814064038,0.3849293165663826
22.1,22.978607190798236,0.8786071907982347,-42.43,-42.28848085580487,0.14151914419512934,0.889931606302466
6.95,6.453498117819741,0.4965018821802589,-18.9,-18.794295266756794,0.10570473324320417,0.5076294018657279
-19.28,-19.053110316078556,0.2268896839214456,-29.02,-29.707358945945195,0.6873589459451956,0.7238378611545985
-14.71,-15.265212189168883,0.5552121891688824,-56.57,-57.052836079413645,0.48283607941364437,0.7357929427394924
13.18,12.762931862175467,0.41706813782453267,-57.83,-58.7731047042785,0.9431047042785039,1.0312091518313187
20.24,20.143954406382417,0.09604559361758191,-30.84,-30.346888963204613,0.49311103679538704,0.5023775976919903
-4.84,-4.979041470803363,0.13904147080336315,-18.28,-17.954877810651293,0.32512218934870774,0.3536056682380239
-22.24,-22.558893255542557,0.31889325554255876,-40.42,-39.80405285198174,0.6159471480182646,0.6936020455436717
-4.11,-3.4667469195461846,0.6432530804538157,-61.85,-61.76165127537331,0.08834872462669097,0.649291939466744
20.47,20.4291637475733,0.040836252426700526,-48.58,-47.855653598285286,0.7243464017147119,0.7254965948847093
12.56,12.393331354805396,0.1666686451946049,-21.74,-21.44121898444524,0.2987810155547592,0.34212356327347343
-15.21,-14.96348636067607,0.2465136393239309,-23.9,-24.776423216992903,0.8764232169929045,0.9104321115036095
-18.8,-17.857723053251927,0.9422769467480734,-51.76,-52.07668180784533,0.3166818078453346,0.9940690176205377
7.56,7.174754843397201,0.38524515660279857,-60.9,-62.0051353100302,1.1051353100301995,1.1703580153788242
22.02,22.468377678500502,0.4483776785005027,-36.86,-36.57496100175658,0.28503899824342227,0.5313094889959277
1.5,0.7674310350882738,0.7325689649117262,-17.81,-18.296067161607944,0.48606716160794505,0.8791578777133502
-21.38,-21.52942892004125,0.1494289200412524,-34.01,-34.02480602422041,0.01480602422041244,0.15016064896606715
-10.18,-10.40391995962083,0.22391995962082945,-59.73,-58.78317397222074,0.9468260277792595,0.9729438191369761
